epoch,train_mse,train_rmse,test_mse,test_rmse,test_mae
7.800000000000000000e+01,6.122591495513916016e+00,2.474387094921470798e+00,2.834088182678504264e+00,1.683475031795394372e+00,1.240474639952182878e+00
7.900000000000000000e+01,6.115735530853271484e+00,2.473001320430959993e+00,2.775649903757497761e+00,1.666028182161843896e+00,1.232224109172820992e+00
8.000000000000000000e+01,6.110184192657470703e+00,2.471878676767424121e+00,2.709534789973520486e+00,1.646066459768110501e+00,1.221760629117488950e+00
8.100000000000000000e+01,6.105531215667724609e+00,2.470937315204035034e+00,2.635525016244213425e+00,1.623430015813497773e+00,1.209253688097000179e+00
8.200000000000000000e+01,6.101377964019775391e+00,2.470096751955229486e+00,2.559419583693761435e+00,1.599818609622278842e+00,1.195739330172538750e+00
8.300000000000000000e+01,6.097564220428466797e+00,2.469324648649599219e+00,2.489315110161900435e+00,1.577756353231353881e+00,1.182864083945751155e+00
8.400000000000000000e+01,6.094206809997558594e+00,2.468644731426042682e+00,2.431937658367678612e+00,1.559467107177217260e+00,1.171362667977809968e+00
8.500000000000000000e+01,6.091222763061523438e+00,2.468040267714755931e+00,2.390105487344902802e+00,1.545996600043125113e+00,1.161822151482105214e+00
8.600000000000000000e+01,6.088290214538574219e+00,2.467446091516200646e+00,2.363128427507879881e+00,1.537247028784859859e+00,1.154228972613811521e+00
8.700000000000000000e+01,6.085172176361083984e+00,2.466814175482434646e+00,2.347970160191471312e+00,1.532308767902693658e+00,1.148353702664375309e+00
8.800000000000000000e+01,6.082156658172607422e+00,2.466202882605688540e+00,2.339983769784332424e+00,1.529700549056687953e+00,1.143655271768569959e+00
8.900000000000000000e+01,6.079352378845214844e+00,2.465634275160291100e+00,2.332653379739495048e+00,1.527302648377031780e+00,1.139232526540756130e+00
9.000000000000000000e+01,6.076868534088134766e+00,2.465130530841751266e+00,2.319891149194329039e+00,1.523118888726132658e+00,1.133963508784771035e+00
9.100000000000000000e+01,6.074582099914550781e+00,2.464666732017647632e+00,2.299198980875662546e+00,1.516310977628158696e+00,1.127355015158653329e+00
9.200000000000000000e+01,6.072393894195556641e+00,2.464222776900570011e+00,2.272072726762475181e+00,1.507339618918867030e+00,1.119785040378570518e+00
9.300000000000000000e+01,6.070342540740966797e+00,2.463806514469220055e+00,2.242747021254413831e+00,1.497580388912199245e+00,1.111936947286128907e+00
9.400000000000000000e+01,6.068440437316894531e+00,2.463420475135516430e+00,2.215611557603406112e+00,1.488493049229120846e+00,1.104641069471836046e+00
9.500000000000000000e+01,6.066612243652343750e+00,2.463049379052792087e+00,2.193861143534304503e+00,1.481168843695513493e+00,1.098514205873012628e+00
9.600000000000000000e+01,6.064722061157226562e+00,2.462665641364500502e+00,2.178925799365271754e+00,1.476118490963808760e+00,1.093908956646919339e+00
9.700000000000000000e+01,6.062717914581298828e+00,2.462258701798269556e+00,2.170209218869684431e+00,1.473162998065619567e+00,1.090745615184307127e+00
9.800000000000000000e+01,6.060580253601074219e+00,2.461824578153584575e+00,2.165583794849226251e+00,1.471592265149972212e+00,1.088568590641021627e+00
9.900000000000000000e+01,6.058409214019775391e+00,2.461383597495476749e+00,2.162119987005367783e+00,1.470414903013896879e+00,1.086795549035072250e+00
1.000000000000000000e+02,6.056192398071289062e+00,2.460933237223490444e+00,2.157182494035107201e+00,1.468734997892780836e+00,1.084845143377780818e+00
1.010000000000000000e+02,6.053950786590576172e+00,2.460477755760164698e+00,2.150002092943410492e+00,1.466288543549123746e+00,1.082516341090202339e+00
1.020000000000000000e+02,6.051737785339355469e+00,2.460028004990868933e+00,2.140967488889582437e+00,1.463204527360950413e+00,1.079843749165535050e+00
1.030000000000000000e+02,6.049551010131835938e+00,2.459583503386668202e+00,2.131652111012255713e+00,1.460017846128004004e+00,1.077060979545116481e+00
1.040000000000000000e+02,6.047496795654296875e+00,2.459165873960985405e+00,2.124712590845534432e+00,1.457639389851116185e+00,1.074784712433815015e+00
1.050000000000000000e+02,6.045536041259765625e+00,2.458767179148884985e+00,2.121751764845335675e+00,1.456623412157492359e+00,1.073296031534671791e+00
1.060000000000000000e+02,6.043764114379882812e+00,2.458406824425095394e+00,2.122432006122078718e+00,1.456856892807965043e+00,1.072508347809314699e+00
1.070000000000000000e+02,6.042186260223388672e+00,2.458085893581302361e+00,2.124529190084547547e+00,1.457576478296952915e+00,1.072002468168735456e+00
1.080000000000000000e+02,6.040689945220947266e+00,2.457781508845110263e+00,2.124635005438001656e+00,1.457612776233112584e+00,1.071089894413947974e+00
1.090000000000000000e+02,6.039196491241455078e+00,2.457477668513277536e+00,2.119528791151824354e+00,1.455860155080777041e+00,1.069083959519863125e+00
1.100000000000000000e+02,6.037650585174560547e+00,2.457163117331562230e+00,2.108391349260229752e+00,1.452030078634815924e+00,1.065794482767582041e+00
1.110000000000000000e+02,6.036003112792968750e+00,2.456827855750778777e+00,2.092996962768607805e+00,1.446719379412817474e+00,1.061595355510711602e+00
1.120000000000000000e+02,6.034330368041992188e+00,2.456487404413462805e+00,2.076874607708887321e+00,1.441136568028473564e+00,1.057217191219329777e+00
1.130000000000000000e+02,6.032645702362060547e+00,2.456144479130260905e+00,2.063731823572190649e+00,1.436569463538812208e+00,1.053465659439563717e+00
1.140000000000000000e+02,6.030964374542236328e+00,2.455802185547980354e+00,2.056095544656971530e+00,1.433909182848401853e+00,1.050925462841987512e+00
1.150000000000000000e+02,6.029306411743164062e+00,2.455464602013876174e+00,2.053867313545197248e+00,1.433131994460104641e+00,1.049538623332977316e+00
1.160000000000000000e+02,6.027739048004150391e+00,2.455145422984990944e+00,2.055265308500034749e+00,1.433619652662460719e+00,1.048975874841213241e+00
